token_id,label
cs/doc_1977/6/5,O
cs/doc_1977/6/6,O
cs/doc_1977/6/7,O
cs/doc_1977/6/8,TERM
cs/doc_1977/6/9,O
cs/doc_1977/6/10,O
cs/doc_1977/6/11,O
cs/doc_1977/6/12,O
cs/doc_1977/6/13,O
cs/doc_1977/6/14,O
cs/doc_1977/6/15,O
cs/doc_1977/6/16,O
cs/doc_1977/6/17,O
cs/doc_1977/6/18,TERM
cs/doc_1977/6/19,O
cs/doc_1977/7/0,O
cs/doc_1977/7/1,O
cs/doc_1977/7/2,O
cs/doc_1977/7/3,O
cs/doc_1977/7/4,O
cs/doc_1977/7/5,O
cs/doc_1977/7/6,O
cs/doc_1977/7/7,O
cs/doc_1977/7/8,O
cs/doc_1977/7/9,O
cs/doc_1977/7/10,TERM
cs/doc_1977/7/11,O
cs/doc_1977/7/12,O
cs/doc_1977/7/13,TERM
cs/doc_1977/7/14,O
cs/doc_1977/7/15,O
cs/doc_1977/7/16,O
cs/doc_1977/7/17,TERM
cs/doc_1977/7/18,O
cs/doc_1977/7/19,O
cs/doc_1977/7/20,O
cs/doc_1977/7/21,O
cs/doc_1977/7/22,O
cs/doc_1977/7/23,O
cs/doc_1977/7/24,O
cs/doc_1977/7/25,O
cs/doc_1977/7/26,O
cs/doc_1977/7/27,TERM
cs/doc_1977/7/28,O
cs/doc_1977/7/29,O
cs/doc_1977/7/30,TERM
cs/doc_1977/7/31,O
cs/doc_1978/0/0,O
cs/doc_1978/0/1,O
cs/doc_1978/0/2,O
cs/doc_1978/0/3,O
cs/doc_1978/0/4,O
cs/doc_1978/0/5,O
cs/doc_1978/0/6,O
cs/doc_1978/0/7,O
cs/doc_1978/0/8,O
cs/doc_1978/0/9,O
cs/doc_1978/0/10,O
cs/doc_1978/0/11,O
cs/doc_1978/0/12,O
cs/doc_1978/0/13,TERM
cs/doc_1978/0/14,O
cs/doc_1978/0/15,O
cs/doc_1978/1/0,O
cs/doc_1978/1/1,O
cs/doc_1978/1/2,O
cs/doc_1978/1/3,O
cs/doc_1978/1/4,TERM
cs/doc_1978/1/5,O
cs/doc_1978/1/6,O
cs/doc_1978/1/7,O
cs/doc_1978/1/8,TERM
cs/doc_1978/1/9,O
cs/doc_1978/1/10,TERM
cs/doc_1978/1/11,O
cs/doc_1978/1/12,TERM
cs/doc_1978/1/13,O
cs/doc_1978/1/14,TERM
cs/doc_1978/1/15,O
cs/doc_1978/1/16,TERM
cs/doc_1978/1/17,O
cs/doc_1978/1/18,O
cs/doc_1978/1/19,TERM
cs/doc_1978/1/20,O
cs/doc_1978/1/21,O
cs/doc_1978/1/22,O
cs/doc_1978/1/23,TERM
cs/doc_1978/1/24,O
cs/doc_1978/2/0,O
cs/doc_1978/2/1,O
cs/doc_1978/2/2,O
cs/doc_1978/2/3,O
cs/doc_1978/2/4,O
cs/doc_1978/2/5,O
cs/doc_1978/2/6,O
cs/doc_1978/2/7,O
cs/doc_1978/2/8,O
cs/doc_1978/2/9,O
cs/doc_1978/2/10,O
cs/doc_1978/2/11,O
cs/doc_1978/2/12,O
cs/doc_1978/2/13,O
cs/doc_1978/2/14,O
cs/doc_1978/2/15,O
cs/doc_1978/2/16,TERM
cs/doc_1978/2/17,O
cs/doc_1978/2/18,O
cs/doc_1978/2/19,O
cs/doc_1978/2/20,TERM
cs/doc_1978/2/21,O
cs/doc_1978/2/22,O
cs/doc_1978/2/23,O
cs/doc_1978/2/24,O
cs/doc_1978/2/25,O
cs/doc_1978/2/26,O
cs/doc_1978/2/27,O
cs/doc_1978/2/28,O
cs/doc_1978/2/29,O
cs/doc_1978/3/0,O
cs/doc_1978/3/1,O
cs/doc_1978/3/2,O
cs/doc_1978/3/3,O
cs/doc_1978/3/4,O
cs/doc_1978/3/5,O
cs/doc_1978/3/6,O
cs/doc_1978/3/7,O
cs/doc_1978/3/8,O
cs/doc_1978/3/9,O
cs/doc_1978/3/10,O
cs/doc_1978/3/11,O
cs/doc_1978/3/12,O
cs/doc_1978/3/13,O
cs/doc_1978/3/14,O
cs/doc_1978/3/15,TERM
cs/doc_1978/3/16,O
cs/doc_1978/3/17,O
cs/doc_1978/3/18,O
cs/doc_1978/3/19,O
cs/doc_1978/3/20,O
cs/doc_1978/3/21,O
cs/doc_1978/3/22,O
cs/doc_1978/3/23,O
cs/doc_1978/3/24,O
cs/doc_1978/3/25,O
cs/doc_1978/3/26,O
cs/doc_1978/3/27,O
cs/doc_1978/3/28,TERM
cs/doc_1978/3/29,O
cs/doc_1978/3/30,O
cs/doc_1978/3/31,O
cs/doc_1978/3/32,O
cs/doc_1978/4/0,O
cs/doc_1978/4/1,O
cs/doc_1978/4/2,O
cs/doc_1978/4/3,O
cs/doc_1978/4/4,O
cs/doc_1978/4/5,O
cs/doc_1978/4/6,O
cs/doc_1978/4/7,O
cs/doc_1978/4/8,O
cs/doc_1978/4/9,O
cs/doc_1978/4/10,O
cs/doc_1978/4/11,O
cs/doc_1978/4/12,O
cs/doc_1978/4/13,O
cs/doc_1978/4/14,O
cs/doc_1978/4/15,O
cs/doc_1978/4/16,O
cs/doc_1978/5/0,O
cs/doc_1978/5/1,O
cs/doc_1978/5/2,TERM
cs/doc_1978/5/3,O
cs/doc_1978/5/4,O
cs/doc_1978/5/5,O
cs/doc_1978/5/6,O
cs/doc_1978/5/7,O
cs/doc_1978/5/8,O
cs/doc_1978/5/9,O
cs/doc_1978/5/10,O
cs/doc_1978/5/11,O
cs/doc_1978/5/12,O
cs/doc_1978/5/13,O
cs/doc_1978/5/14,O
cs/doc_1978/5/15,TERM
cs/doc_1978/5/16,O
cs/doc_1978/5/17,O
cs/doc_1978/5/18,O
cs/doc_1978/5/19,TERM
cs/doc_1978/5/20,O
cs/doc_1978/5/21,O
cs/doc_1978/5/22,O
cs/doc_1978/5/23,O
cs/doc_1978/5/24,O
cs/doc_1978/5/25,O
cs/doc_1978/5/26,O
cs/doc_1978/5/27,O
cs/doc_1978/5/28,O
cs/doc_1978/5/29,O
cs/doc_1978/5/30,TERM
cs/doc_1978/5/31,O
cs/doc_1978/5/32,O
cs/doc_1978/5/33,O
cs/doc_1978/5/34,O
cs/doc_1978/5/35,O
cs/doc_1978/6/0,O
cs/doc_1978/6/1,O
cs/doc_1978/6/2,O
cs/doc_1978/6/3,O
cs/doc_1978/6/4,O
cs/doc_1978/6/5,O
cs/doc_1978/6/6,O
cs/doc_1978/6/7,O
cs/doc_1978/6/8,O
cs/doc_1978/6/9,O
cs/doc_1978/6/10,O
cs/doc_1978/6/11,TERM
cs/doc_1978/6/12,O
cs/doc_1978/6/13,O
cs/doc_1978/6/14,O
cs/doc_1978/6/15,O
cs/doc_1978/6/16,O
cs/doc_1978/6/17,O
cs/doc_1978/6/18,O
cs/doc_1978/7/0,O
cs/doc_1978/7/1,O
cs/doc_1978/7/2,O
cs/doc_1978/7/3,O
cs/doc_1978/7/4,O
cs/doc_1978/7/5,O
cs/doc_1978/7/6,TERM
cs/doc_1978/7/7,O
cs/doc_1978/7/8,O
cs/doc_1978/7/9,O
cs/doc_1978/7/10,O
cs/doc_1978/7/11,O
cs/doc_1978/7/12,TERM
cs/doc_1978/7/13,O
cs/doc_1978/7/14,O
cs/doc_1978/7/15,O
cs/doc_1978/8/0,O
cs/doc_1978/8/1,O
cs/doc_1978/8/2,O
cs/doc_1978/8/3,O
cs/doc_1978/8/4,O
cs/doc_1978/8/5,O
cs/doc_1978/8/6,O
cs/doc_1978/8/7,O
cs/doc_1978/8/8,O
cs/doc_1978/8/9,O
cs/doc_1978/8/10,O
cs/doc_1978/8/11,TERM
cs/doc_1978/8/12,O
cs/doc_1978/8/13,O
cs/doc_1978/8/14,O
cs/doc_1978/8/15,O
cs/doc_1978/8/16,O
cs/doc_1978/8/17,O
cs/doc_1978/8/18,O
cs/doc_1978/8/19,TERM
cs/doc_1978/8/20,O
cs/doc_1978/8/21,O
cs/doc_1978/8/22,O
cs/doc_1978/8/23,O
cs/doc_1978/9/0,O
cs/doc_1978/9/1,O
cs/doc_1978/9/2,O
cs/doc_1978/9/3,O
cs/doc_1978/9/4,O
cs/doc_1978/9/5,O
cs/doc_1978/9/6,O
cs/doc_1978/9/7,O
cs/doc_1978/9/8,O
cs/doc_1978/9/9,O
cs/doc_1978/9/10,O
cs/doc_1978/9/11,O
cs/doc_1978/9/12,O
cs/doc_1978/9/13,O
cs/doc_1978/9/14,O
cs/doc_1978/9/15,O
cs/doc_1978/10/0,O
cs/doc_1978/10/1,O
cs/doc_1978/10/2,O
cs/doc_1978/10/3,O
cs/doc_1978/10/4,O
cs/doc_1978/10/5,O
cs/doc_1978/10/6,O
cs/doc_1978/10/7,O
cs/doc_1978/10/8,O
cs/doc_1978/10/9,O
cs/doc_1978/10/10,O
cs/doc_1978/10/11,TERM
cs/doc_1978/10/12,O
cs/doc_1978/10/13,O
cs/doc_1978/10/14,O
cs/doc_1978/10/15,O
cs/doc_1978/10/16,O
cs/doc_1978/10/17,O
cs/doc_1978/10/18,O
cs/doc_1978/10/19,O
cs/doc_1978/10/20,O
cs/doc_1978/10/21,O
cs/doc_1978/10/22,O
cs/doc_1978/10/23,O
cs/doc_1978/10/24,O
cs/doc_1978/10/25,O
cs/doc_1978/10/26,O
cs/doc_1978/10/27,O
cs/doc_1978/10/28,O
cs/doc_1978/10/29,O
cs/doc_1978/10/30,TERM
cs/doc_1978/10/31,O
cs/doc_1978/11/0,O
cs/doc_1978/11/1,TERM
cs/doc_1978/11/2,O
cs/doc_1978/11/3,O
cs/doc_1978/11/4,O
cs/doc_1978/11/5,O
cs/doc_1978/11/6,O
cs/doc_1978/11/7,O
cs/doc_1978/11/8,O
cs/doc_1978/11/9,O
cs/doc_1978/11/10,O
cs/doc_1978/11/11,O
cs/doc_1978/11/12,O
cs/doc_1978/11/13,O
cs/doc_1978/11/14,O
cs/doc_1978/11/15,O
cs/doc_1978/11/16,O
cs/doc_1978/11/17,O
cs/doc_1978/12/0,O
cs/doc_1978/12/1,O
cs/doc_1978/12/2,O
cs/doc_1978/12/3,O
cs/doc_1978/12/4,O
cs/doc_1978/12/5,O
cs/doc_1978/12/6,O
cs/doc_1978/12/7,TERM
cs/doc_1978/12/8,O
cs/doc_1978/12/9,O
cs/doc_1978/12/10,O
cs/doc_1978/12/11,O
cs/doc_1978/12/12,O
cs/doc_1978/12/13,O
cs/doc_1978/12/14,O
cs/doc_1978/12/15,O
cs/doc_1978/12/16,TERM
cs/doc_1978/12/17,O
cs/doc_1978/12/18,O
cs/doc_1978/12/19,O
cs/doc_1978/12/20,O
cs/doc_1978/12/21,O
cs/doc_1978/12/22,O
cs/doc_1978/12/23,TERM
cs/doc_1978/12/24,O
cs/doc_1979/0/0,O
cs/doc_1979/0/1,O
cs/doc_1979/0/2,O
cs/doc_1979/0/3,O
cs/doc_1979/0/4,O
cs/doc_1979/0/5,O
cs/doc_1979/0/6,O
cs/doc_1979/0/7,O
cs/doc_1979/0/8,O
cs/doc_1979/0/9,TERM
cs/doc_1979/0/10,O
cs/doc_1979/0/11,O
cs/doc_1979/0/12,O
cs/doc_1979/0/13,O
cs/doc_1979/0/14,O
cs/doc_1979/0/15,TERM
cs/doc_1979/0/16,O
cs/doc_1979/0/17,O
cs/doc_1979/0/18,O
cs/doc_1979/0/19,O
cs/doc_1979/0/20,O
cs/doc_1979/0/21,O
cs/doc_1979/0/22,O
cs/doc_1979/0/23,TERM
cs/doc_1979/0/24,O
cs/doc_1979/0/25,O
cs/doc_1979/0/26,O
cs/doc_1979/0/27,O
cs/doc_1979/0/28,O
cs/doc_1979/0/29,TERM
cs/doc_1979/0/30,O
cs/doc_1979/0/31,O
cs/doc_1979/0/32,O
cs/doc_1979/0/33,O
cs/doc_1979/0/34,O
cs/doc_1979/0/35,O
cs/doc_1979/0/36,O
cs/doc_1979/0/37,O
cs/doc_1979/0/38,O
cs/doc_1979/0/39,O
cs/doc_1979/0/40,O
cs/doc_1979/0/41,O
cs/doc_1979/0/42,O
cs/doc_1979/0/43,O
cs/doc_1979/0/44,O
cs/doc_1979/0/45,TERM
cs/doc_1979/0/46,O
cs/doc_1979/0/47,O
cs/doc_1979/0/48,O
cs/doc_1979/0/49,O
cs/doc_1979/0/50,TERM
cs/doc_1979/0/51,O
cs/doc_1979/0/52,O
cs/doc_1979/0/53,TERM
cs/doc_1979/0/54,O
cs/doc_1979/0/55,O
cs/doc_1979/0/56,O
cs/doc_1979/0/57,O
cs/doc_1979/0/58,O
cs/doc_1979/0/59,O
cs/doc_1979/0/60,O
cs/doc_1979/0/61,O
cs/doc_1979/0/62,TERM
cs/doc_1979/0/63,O
cs/doc_1979/0/64,O
cs/doc_1979/0/65,O
cs/doc_1979/0/66,O
cs/doc_1979/0/67,O
cs/doc_1979/0/68,O
cs/doc_1979/0/69,O
cs/doc_1979/0/70,O
cs/doc_1979/0/71,O
cs/doc_1979/0/72,O
cs/doc_1979/0/73,O
cs/doc_1979/0/74,O
cs/doc_1979/0/75,O
cs/doc_1979/0/76,O
cs/doc_1979/0/77,O
cs/doc_1979/0/78,O
cs/doc_1979/0/79,O
cs/doc_1979/0/80,O
cs/doc_1979/0/81,O
cs/doc_1979/0/82,O
cs/doc_1979/0/83,O
cs/doc_1979/0/84,O
cs/doc_1979/0/85,O
cs/doc_1979/0/86,O
cs/doc_1979/0/87,TERM
cs/doc_1979/0/88,O
cs/doc_1979/0/89,O
cs/doc_1979/0/90,O
cs/doc_1979/1/0,O
cs/doc_1979/1/1,O
cs/doc_1979/1/2,O
cs/doc_1979/1/3,O
cs/doc_1979/1/4,O
cs/doc_1979/1/5,O
cs/doc_1979/1/6,O
cs/doc_1979/1/7,O
cs/doc_1979/1/8,O
cs/doc_1979/1/9,O
cs/doc_1979/1/10,O
cs/doc_1979/2/0,O
cs/doc_1979/2/1,O
cs/doc_1979/2/2,O
cs/doc_1979/2/3,O
cs/doc_1979/2/4,O
cs/doc_1979/2/5,O
cs/doc_1979/2/6,O
cs/doc_1979/2/7,O
cs/doc_1979/2/8,O
cs/doc_1979/2/9,O
cs/doc_1979/2/10,TERM
cs/doc_1979/2/11,O
cs/doc_1979/2/12,O
cs/doc_1979/2/13,O
cs/doc_1979/2/14,O
cs/doc_1979/2/15,O
cs/doc_1979/2/16,O
cs/doc_1979/2/17,O
cs/doc_1979/2/18,O
cs/doc_1979/2/19,O
cs/doc_1979/2/20,O
cs/doc_1979/3/0,O
cs/doc_1979/3/1,O
cs/doc_1979/3/2,O
cs/doc_1979/3/3,O
cs/doc_1979/3/4,O
cs/doc_1979/3/5,O
cs/doc_1979/3/6,O
cs/doc_1979/3/7,O
cs/doc_1979/3/8,O
cs/doc_1979/3/9,O
cs/doc_1979/3/10,TERM
cs/doc_1979/3/11,O
cs/doc_1979/3/12,O
cs/doc_1979/3/13,O
cs/doc_1979/3/14,O
cs/doc_1979/3/15,O
cs/doc_1979/3/16,O
cs/doc_1979/3/17,TERM
cs/doc_1979/3/18,O
cs/doc_1979/3/19,O
cs/doc_1979/3/20,O
cs/doc_1979/3/21,O
cs/doc_1979/3/22,O
cs/doc_1979/3/23,TERM
cs/doc_1979/3/24,O
cs/doc_1979/3/25,O
cs/doc_1979/3/26,O
cs/doc_1979/3/27,O
cs/doc_1979/3/28,O
cs/doc_1979/3/29,O
cs/doc_1979/3/30,O
cs/doc_1979/3/31,O
cs/doc_1979/3/32,O
cs/doc_1979/3/33,O
cs/doc_1979/3/34,TERM
cs/doc_1979/3/35,O
cs/doc_1979/3/36,O
cs/doc_1979/3/37,O
cs/doc_1979/3/38,O
cs/doc_1979/3/39,O
cs/doc_1979/3/40,TERM
cs/doc_1979/3/41,O
cs/doc_1979/4/0,TERM
cs/doc_1979/4/1,O
cs/doc_1979/4/2,O
cs/doc_1979/4/3,O
cs/doc_1979/4/4,TERM
cs/doc_1979/4/5,O
cs/doc_1979/4/6,O
cs/doc_1979/4/7,O
cs/doc_1979/4/8,O
cs/doc_1979/5/0,O
cs/doc_1979/5/1,TERM
cs/doc_1979/5/2,O
cs/doc_1979/5/3,O
cs/doc_1979/5/4,O
cs/doc_1979/5/5,O
cs/doc_1979/5/6,O
cs/doc_1979/5/7,O
cs/doc_1979/5/8,O
cs/doc_1979/5/9,O
cs/doc_1979/5/10,O
cs/doc_1979/5/11,O
cs/doc_1979/5/12,TERM
cs/doc_1979/5/13,O
cs/doc_1979/5/14,O
cs/doc_1979/5/15,O
cs/doc_1979/5/16,O
cs/doc_1979/5/17,O
cs/doc_1979/5/18,O
cs/doc_1979/5/19,O
cs/doc_1979/5/20,O
cs/doc_1979/5/21,O
cs/doc_1979/5/22,O
cs/doc_1979/5/23,O
cs/doc_1979/5/24,O
cs/doc_1979/5/25,TERM
cs/doc_1979/5/26,O
cs/doc_1979/5/27,O
cs/doc_1979/5/28,O
cs/doc_1979/5/29,O
cs/doc_1979/5/30,O
cs/doc_1979/5/31,O
cs/doc_1979/5/32,TERM
cs/doc_1979/5/33,O
cs/doc_1979/5/34,O
cs/doc_1979/5/35,O
cs/doc_1979/5/36,O
cs/doc_1979/5/37,O
cs/doc_1979/5/38,O
cs/doc_1979/5/39,O
cs/doc_1979/6/0,O
cs/doc_1979/6/1,TERM
cs/doc_1979/6/2,O
cs/doc_1979/6/3,O
cs/doc_1979/6/4,O
cs/doc_1979/6/5,O
cs/doc_1979/6/6,O
cs/doc_1979/6/7,O
cs/doc_1979/6/8,O
cs/doc_1979/6/9,O
cs/doc_1979/6/10,O
cs/doc_1979/6/11,O
cs/doc_1979/6/12,O
cs/doc_1979/6/13,O
cs/doc_1979/6/14,O
cs/doc_1979/6/15,O
cs/doc_1979/6/16,O
cs/doc_1979/6/17,O
cs/doc_1979/6/18,O
cs/doc_1979/6/19,O
cs/doc_1979/6/20,O
cs/doc_1979/6/21,O
cs/doc_1979/6/22,TERM
cs/doc_1979/6/23,O
cs/doc_1979/6/24,O
cs/doc_1979/6/25,O
cs/doc_1979/6/26,O
cs/doc_1979/6/27,O
cs/doc_1979/7/0,O
cs/doc_1979/7/1,O
cs/doc_1979/7/2,O
cs/doc_1979/7/3,O
cs/doc_1979/7/4,O
cs/doc_1979/7/5,O
cs/doc_1979/7/6,O
cs/doc_1979/7/7,O
cs/doc_1979/7/8,O
cs/doc_1979/7/9,O
cs/doc_1979/7/10,O
cs/doc_1979/7/11,O
cs/doc_1979/7/12,O
cs/doc_1979/7/13,O
cs/doc_1979/7/14,O
cs/doc_1979/7/15,O
cs/doc_1979/7/16,O
cs/doc_1979/7/17,O
cs/doc_1979/7/18,O
cs/doc_1979/7/19,O
cs/doc_1979/7/20,O
cs/doc_1979/7/21,O
cs/doc_1979/7/22,TERM
cs/doc_1979/8/0,O
cs/doc_1979/8/1,O
cs/doc_1979/8/2,O
cs/doc_1979/8/3,O
cs/doc_1979/8/4,O
cs/doc_1979/8/5,O
cs/doc_1979/8/6,TERM
cs/doc_1979/8/7,O
cs/doc_1979/8/8,O
cs/doc_1979/8/9,TERM
cs/doc_1979/8/10,O
cs/doc_1979/8/11,O
cs/doc_1979/8/12,TERM
cs/doc_1979/8/13,O
cs/doc_1979/8/14,O
cs/doc_1979/8/15,O
cs/doc_1979/8/16,TERM
cs/doc_1979/8/17,O
cs/doc_1979/8/18,TERM
cs/doc_1979/8/19,O
cs/doc_1979/8/20,O
cs/doc_1979/8/21,O
cs/doc_1979/8/22,O
cs/doc_1979/9/0,TERM
cs/doc_1979/9/1,O
cs/doc_1979/9/2,O
cs/doc_1979/9/3,O
cs/doc_1979/9/4,O
cs/doc_1979/9/5,O
cs/doc_1979/9/6,TERM
cs/doc_1979/9/7,O
cs/doc_1979/9/8,O
